,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
1581,1.0,1.0,1.0,8,1,2,where in the world is seven corners located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",0.0,0.0,0.0,8,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location']
1585,1.0,1.0,1.0,9,1,1,what type of houses does natalie de blois design,[['dbo:architect']],['dbo:architect'],0.0,0.0,0.0,9,1,1,[['dbo:architect']],['dbo:architecturalStyle']
1591,1.0,1.0,1.0,10,1,1,What is the name of a namco role-playing video game?,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,10,1,0,[['dbo:genre']],[]
1592,1.0,1.0,1.0,9,1,1,What religion did sabika bint ibrahim al khalifa follow,[['dbp:religion']],['dbp:religion'],0.0,0.0,0.0,9,1,1,[['dbp:religion']],['dbo:religion']
1604,1.0,1.0,1.0,9,1,1,Who is the composer of friday night lights (film)?,[['dbo:musicComposer']],['dbo:musicComposer'],0.0,0.0,0.0,9,1,0,[['dbo:musicComposer']],[]
1625,1.0,1.0,1.0,8,1,1,What country does robin mckinley claim nationality from?,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,8,1,1,[['dbo:nationality']],['dbo:birthPlace']
1626,1.0,1.0,1.0,13,1,1,What is the name of an album that has dance music on it,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,13,1,0,[['dbo:genre']],[]
1637,1.0,1.0,1.0,8,1,1,whirl tour is what type of video game?,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,8,1,1,[['dbo:genre']],['dbo:type']
1665,0.5,1.0,0.6666666666666666,15,2,1,Name the loocation of Lekh Castle which is also the location of SamurAbsheron channel ?,"[['dbo:location'], ['dbo:sourceCountry']]",['dbo:location'],0.0,0.0,0.0,15,2,0,"[['dbo:location'], ['dbo:sourceCountry']]",[]
1673,0.5,1.0,0.6666666666666666,9,2,1,Which of Tim Burton's films had the highest budget?,"[['dbo:director'], ['dbo:budget']]",['dbo:director'],0.0,0.0,0.0,9,2,0,"[['dbo:director'], ['dbo:budget']]",[]
1713,1.0,1.0,1.0,6,1,1,what constellation is psi velorum in?,[['dbp:constell']],['dbp:constell'],0.0,0.0,0.0,6,1,0,[['dbp:constell']],[]
1720,1.0,1.0,1.0,5,1,1,What nationality is dana stone,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace']
1745,1.0,1.0,1.0,13,1,1,star trek: deep space nine: dominion wars is what type of video game?,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,13,1,0,[['dbo:genre']],[]
1749,1.0,1.0,1.0,5,1,1,What is rudolf ramek's nationality?,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace']
1767,1.0,1.0,1.0,6,1,1,what state is wadsworth-longfellow house in?,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,6,1,2,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']"
1771,1.0,0.5,0.6666666666666666,4,1,2,which country contains matsue,[['dbo:region']],"['dbo:country', 'dbo:region']",0.0,0.0,0.0,4,1,2,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']"
1775,1.0,1.0,1.0,5,1,1,Columbia Pictures produced what film?,[['dbo:distributor']],['dbo:distributor'],0.0,0.0,0.0,5,1,1,[['dbo:distributor']],['dbo:producer']
1795,1.0,1.0,1.0,5,1,1,where is york castle located,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,5,1,1,[['dbo:location']],['dbo:country']
1800,1.0,1.0,1.0,6,1,1,What country is autumn sonata from?,[['dbo:country']],['dbo:country'],0.0,0.0,0.0,6,1,1,[['dbo:country']],['dbo:birthPlace']
1820,1.0,1.0,1.0,7,1,1,Who wrote the mayor of castro street,[['dbo:author']],['dbo:author'],0.0,0.0,0.0,7,1,0,[['dbo:author']],[]
1823,1.0,1.0,1.0,12,1,1,what's the name of a city within the regional district of bulkley-nechako,[['dbo:isPartOf']],['dbo:isPartOf'],0.0,0.0,0.0,12,1,1,[['dbo:isPartOf']],['dbo:country']
1834,1.0,1.0,1.0,7,1,1,which nationality does naotake satō belong to,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace']
1863,0.5,1.0,0.6666666666666666,13,2,1,How many owners owned the clubs participating in the Premier leagues of '14?,"[['dbo:season'], ['dbp:owner']]",['dbp:owner'],0.0,0.0,0.0,13,2,0,"[['dbo:season'], ['dbp:owner']]",[]
1867,1.0,1.0,1.0,10,1,1,Where did the tv show ang utol kong hoodlum originate,[['dbo:country']],['dbo:country'],0.0,0.0,0.0,10,1,0,[['dbo:country']],[]
1872,1.0,1.0,1.0,7,1,1,what country was operation eagle pull in,[['dbo:place']],['dbo:place'],0.0,0.0,0.0,7,1,1,[['dbo:place']],['dbo:country']
1873,1.0,1.0,1.0,3,1,1,Who plays pitcher?,[['dbo:position']],['dbo:position'],0.0,0.0,0.0,3,1,0,[['dbo:position']],[]
1896,1.0,1.0,1.0,7,1,1,what is elke schmitter's county of nationality?,[['dbo:country']],['dbo:country'],0.0,0.0,0.0,7,1,0,[['dbo:country']],[]
1909,1.0,0.5,0.6666666666666666,5,1,2,where did gilda come from,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:hometown']
1930,1.0,1.0,1.0,4,1,1,Name a private university.,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,4,1,1,[['dbo:type']],['dbo:occupation']
1957,1.0,1.0,1.0,6,1,1,which country is unang hirit from,[['dbo:country']],['dbo:country'],0.0,0.0,0.0,6,1,1,[['dbo:country']],['dbo:birthPlace']
1985,1.0,1.0,1.0,7,1,1,what city is in mountain time zone?,[['dbo:timeZone']],['dbo:timeZone'],0.0,0.0,0.0,7,1,0,[['dbo:timeZone']],[]
2007,1.0,1.0,1.0,5,1,1,what is noble energy inc.,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,5,1,1,[['dbo:type']],['dbo:industry']
2018,1.0,1.0,1.0,6,1,1,which film did film4 productions produce,[['dbo:distributor']],['dbo:distributor'],0.0,0.0,0.0,6,1,1,[['dbo:distributor']],['dbo:producer']
2037,1.0,1.0,1.0,5,1,2,what state is kfxn-fm in,"[['dbo:city', 'dbo:broadcastArea']]","['dbo:broadcastArea', 'dbo:city']",0.0,0.0,0.0,5,1,2,"[['dbo:city', 'dbo:broadcastArea']]","['dbo:country', 'dbo:isPartOf']"
2054,1.0,1.0,1.0,3,1,1,who plays reggaeton,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,3,1,0,[['dbo:genre']],[]
2060,1.0,1.0,1.0,7,1,1,what is the subject of the wild?,[['dbo:literaryGenre']],['dbo:literaryGenre'],0.0,0.0,0.0,7,1,0,[['dbo:literaryGenre']],[]
2087,1.0,1.0,1.0,8,1,1,what's the name of a robert plant album,[['dbo:artist']],['dbo:artist'],0.0,0.0,0.0,8,1,1,[['dbo:artist']],['dbo:genre']
2090,1.0,1.0,1.0,4,1,1,What's ontario's area code?,"[['dbo:country', 'dbo:isPartOf']]",['dbo:isPartOf'],0.0,0.0,0.0,4,1,0,"[['dbo:country', 'dbo:isPartOf']]",[]
2120,1.0,1.0,1.0,7,1,1,which mountain is located in south korea,[['dbo:locatedInArea']],['dbo:locatedInArea'],0.0,0.0,0.0,7,1,0,[['dbo:locatedInArea']],[]
2121,1.0,1.0,1.0,9,1,1,what city was the sarposa prison attack of 2008,[['dbo:place']],['dbo:place'],0.0,0.0,0.0,9,1,0,[['dbo:place']],[]
2122,1.0,1.0,1.0,6,1,1,what's a silent film from germany,[['dbo:language']],['dbo:language'],0.0,0.0,0.0,6,1,0,[['dbo:language']],[]
2128,1.0,1.0,1.0,8,1,1,what kind of film is addition and subtraction?,[['dbo:language']],['dbo:language'],0.0,0.0,0.0,8,1,1,[['dbo:language']],['dbo:genre']
2129,1.0,1.0,1.0,8,1,1,what type of game is king neptune's adventure,[['dbp:modes']],['dbp:modes'],0.0,0.0,0.0,8,1,1,[['dbp:modes']],['dbo:genre']
2136,1.0,1.0,1.0,6,1,1,What country is Mount Everest in?,[['dbo:locatedInArea']],['dbo:locatedInArea'],0.0,0.0,0.0,6,1,1,[['dbo:locatedInArea']],['dbo:country']
2145,0.5,1.0,0.6666666666666666,16,2,1,Who all are starring in the  movies where director of photography is John Derek ?,"[['dbo:cinematography'], ['dbp:starring']]",['dbo:cinematography'],0.0,0.0,0.0,16,2,0,"[['dbo:cinematography'], ['dbp:starring']]",[]
2150,1.0,1.0,1.0,8,1,1,What's an adventure game made by telltale games,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,8,1,0,[['dbo:genre']],[]
2174,1.0,1.0,1.0,5,1,1,What did daniel palladino write?,[['dbo:writer']],['dbo:writer'],0.0,0.0,0.0,5,1,1,[['dbo:writer']],['dbo:author']
2185,1.0,1.0,1.0,5,1,1,what is basil zaharoffs nationality,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace']
2201,0.5,1.0,0.6666666666666666,13,2,1,How many writers speak a language belonging to the Germanic kind of languages?,"[['dbp:language'], ['dbo:languageFamily']]",['dbo:languageFamily'],0.0,0.0,0.0,13,2,0,"[['dbp:language'], ['dbo:languageFamily']]",[]
2234,1.0,1.0,1.0,5,1,1,where does wcyb-dt2 get broadcasted,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,5,1,1,[['dbo:location']],['dbo:city']
2270,1.0,1.0,1.0,6,1,1,What is Muhammad Ali Bogra's nationality?,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,6,1,1,[['dbo:nationality']],['dbo:birthPlace']
2285,1.0,1.0,1.0,8,1,1,What is john noble barlow's country of origin?,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,8,1,1,[['dbo:nationality']],['dbo:birthPlace']
2302,1.0,1.0,1.0,6,1,1,where is yamuna nagar district located?,"[['dbo:isPartOf', 'dbo:location']]",['dbo:isPartOf'],0.0,0.0,0.0,6,1,1,"[['dbo:isPartOf', 'dbo:location']]",['dbo:country']
2309,0.5,1.0,0.6666666666666666,17,2,1,Name the television show whose theme music is composed by Julian Gingell and broadcasted on FOX ?,"[['dbp:channel'], ['dbp:themeMusicComposer']]",['dbp:themeMusicComposer'],0.0,0.0,0.0,17,2,0,"[['dbp:channel'], ['dbp:themeMusicComposer']]",[]
2321,1.0,1.0,1.0,6,1,1,what continent is kings peak in,[['dbo:locatedInArea']],['dbo:locatedInArea'],0.0,0.0,0.0,6,1,1,[['dbo:locatedInArea']],['dbo:country']
2330,1.0,1.0,1.0,5,1,7,what river runs through idaho,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",0.0,0.0,0.0,5,1,0,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",[]
2348,1.0,0.5,0.6666666666666666,5,1,2,Who is benny begin's father?,[['dbo:child']],"['dbo:child', 'dbo:parent']",0.0,0.0,0.0,5,1,1,[['dbo:child']],['dbo:parent']
2384,1.0,1.0,1.0,6,1,1,What is a silent film title,[['dbo:language']],['dbo:language'],0.0,0.0,0.0,6,1,1,[['dbo:language']],['dbo:genre']
2385,1.0,0.5,0.6666666666666666,12,1,2,Who is the father of Edith Vonnegut and is also a writer?,[['dbo:child']],"['dbo:child', 'dbo:parent']",0.0,0.0,0.0,12,1,0,[['dbo:child']],[]
2415,1.0,0.5,0.6666666666666666,5,1,2,where is the urubamba river,[['dbo:country']],"['dbo:country', 'dbo:district']",0.0,0.0,0.0,5,1,0,[['dbo:country']],[]
2417,1.0,1.0,1.0,7,1,1,which Canadian city is served by e>,[['dbo:city']],['dbo:city'],0.0,0.0,0.0,7,1,0,[['dbo:city']],[]
2421,0.5,1.0,0.6666666666666666,10,2,1,Who rented the stadium where the UFC 152 take place?,"[['dbp:venue'], ['dbo:tenant']]",['dbo:tenant'],0.0,0.0,0.0,10,2,0,"[['dbp:venue'], ['dbo:tenant']]",[]
2432,1.0,1.0,1.0,5,1,1,Where is emil wiechert from?,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace']
2438,1.0,1.0,1.0,6,1,1,what area does kgan play for,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,6,1,0,[['dbo:location']],[]
2442,1.0,1.0,1.0,6,1,7,where was held for british columbia,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",0.0,0.0,0.0,6,1,0,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",[]
2493,1.0,0.5,0.6666666666666666,5,1,2,where was dai prosser born?,[['dbp:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",0.0,0.0,0.0,5,1,1,[['dbp:birthPlace']],['dbo:birthPlace']
2509,0.5,1.0,0.6666666666666666,8,2,1,Who were some governmental heads in Nazi Germany?,"[['dbo:jurisdiction'], ['dbo:leader']]",['dbo:leader'],0.0,0.0,0.0,8,2,0,"[['dbo:jurisdiction'], ['dbo:leader']]",[]
2510,0.5,1.0,0.6666666666666666,14,2,1,Which nationality of Newin Chidchob is also the nationality of Ajahn Sao Kantaslo ?,"[['dbo:nationality'], ['dbp:nationality']]",['dbo:nationality'],0.0,0.0,0.0,14,2,0,"[['dbo:nationality'], ['dbp:nationality']]",[]
2519,1.0,0.5,0.6666666666666666,6,1,2,What city is mount airy in,[['dbo:isPartOf']],"['dbo:country', 'dbo:isPartOf']",0.0,0.0,0.0,6,1,1,[['dbo:isPartOf']],['dbo:country']
2526,0.5,1.0,0.6666666666666666,9,2,1,What is the sea connected to Kaliningrad and Gdask?,"[['dbp:cities'], ['dbp:cities']]",['dbp:cities'],0.0,0.0,0.0,9,2,0,"[['dbp:cities'], ['dbp:cities']]",[]
2540,1.0,1.0,1.0,11,1,1,what is the name of a first-person shooter video game series,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,11,1,1,[['dbo:genre']],['dbo:series']
2545,1.0,1.0,1.0,6,1,1,where was east african campaign held,[['dbo:place']],['dbo:place'],0.0,0.0,0.0,6,1,0,[['dbo:place']],[]
2546,1.0,1.0,1.0,8,1,1,what is a public university located in finland,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,8,1,2,[['dbo:type']],"['dbo:city', 'dbo:location']"
2577,1.0,1.0,1.0,8,1,1,What is an example of a public university?,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,8,1,0,[['dbo:type']],[]
2584,1.0,1.0,1.0,8,1,1,what album did thad jones release in 1957?,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,8,1,1,[['dbo:type']],['dbo:artist']
2592,1.0,1.0,1.0,8,1,1,What city is near the ercan international airport?,[['dbo:city']],['dbo:city'],0.0,0.0,0.0,8,1,0,[['dbo:city']],[]
2611,1.0,1.0,1.0,8,1,1,what is an example of a party game?,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,8,1,0,[['dbo:genre']],[]
2640,1.0,1.0,1.0,7,1,1,what is an album by Benjamin Britten,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist']
2643,1.0,1.0,1.0,7,1,1,whats the name of a boarding school,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:genre']
2650,1.0,1.0,1.0,7,1,1,What is the nationality of Patricia Turner?,[['dbo:nationality']],['dbo:nationality'],0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace']
2658,1.0,1.0,1.0,7,1,1,which city is the howrah bridge in,[['dbo:locatedInArea']],['dbo:locatedInArea'],0.0,0.0,0.0,7,1,0,[['dbo:locatedInArea']],[]
2680,0.5,1.0,0.6666666666666666,11,2,1,What is the POD of the successor of Pmare I ?,"[['dbp:successor'], ['dbo:deathPlace']]",['dbp:successor'],0.0,0.0,0.0,11,2,0,"[['dbp:successor'], ['dbo:deathPlace']]",[]
2692,1.0,1.0,1.0,10,1,4,what town in south-central Pennsylvania is located in bedford county,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",0.0,0.0,0.0,10,1,1,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:timeZone']
2739,1.0,0.5,0.6666666666666666,8,1,2,who is a parent of  mario sábato,[['dbo:child']],"['dbo:child', 'dbo:parent']",0.0,0.0,0.0,8,1,1,[['dbo:child']],['dbo:parent']
2757,1.0,1.0,1.0,10,1,1,Who first ascented a mountain of Cathedral Peak (California) ?,[['dbo:firstAscentPerson']],['dbo:firstAscentPerson'],0.0,0.0,0.0,10,1,0,[['dbo:firstAscentPerson']],[]
2759,1.0,1.0,1.0,8,1,1,Who is the successor of Quest Software ?,[['dbp:successor']],['dbp:successor'],0.0,0.0,0.0,8,1,1,[['dbp:successor']],['dbo:successor']
2762,1.0,1.0,1.0,6,1,1,where is the royal ontario museum,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,6,1,0,[['dbo:location']],[]
2784,1.0,1.0,1.0,6,1,1,where is the rochester–monaca bridge located,[['dbo:locatedInArea']],['dbo:locatedInArea'],0.0,0.0,0.0,6,1,1,[['dbo:locatedInArea']],['dbo:country']
2789,1.0,1.0,1.0,6,1,1,what country is artist funeral from,[['dbo:hometown']],['dbo:hometown'],0.0,0.0,0.0,6,1,0,[['dbo:hometown']],[]
2790,1.0,1.0,1.0,11,1,1,Name a record produce by the dream pop duo from Baltimore,[['dbo:artist']],['dbo:artist'],0.0,0.0,0.0,11,1,1,[['dbo:artist']],['dbo:recordLabel']
2794,1.0,1.0,1.0,14,1,1,what is the subject of the sailor who fell from grace with the sea,[['dbo:literaryGenre']],['dbo:literaryGenre'],0.0,0.0,0.0,14,1,0,[['dbo:literaryGenre']],[]
2798,0.5,1.0,0.6666666666666666,14,2,1,Name some TV shows whose theme is made by a band associated with Buckethead?,"[['dbp:themeMusicComposer'], ['dbo:associatedBand']]",['dbp:themeMusicComposer'],0.0,0.0,0.0,14,2,0,"[['dbp:themeMusicComposer'], ['dbo:associatedBand']]",[]
2804,1.0,1.0,1.0,7,1,2,which city can yelahanka be found in,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",0.0,0.0,0.0,7,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location']
2814,0.5,1.0,0.6666666666666666,11,2,1,What is the title of the successor of Kaulahea I ?,"[['dbp:successor'], ['dbp:title']]",['dbp:successor'],0.0,0.0,0.0,11,2,1,"[['dbp:successor'], ['dbp:title']]",['dbo:successor']
2837,0.5,1.0,0.6666666666666666,10,2,1,Gamini Seneviratne and Katyayana are two followers of which religion?,"[['dbp:religion'], ['dbp:religion']]",['dbp:religion'],0.0,0.0,0.0,10,2,1,"[['dbp:religion'], ['dbp:religion']]",['dbo:religion']
2850,1.0,1.0,1.0,8,1,1,What is a radio station that plays country?,[['dbo:programmeFormat']],['dbo:programmeFormat'],0.0,0.0,0.0,8,1,0,[['dbo:programmeFormat']],[]
2884,1.0,1.0,1.0,7,1,1,What's an example of a public school,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:genre']
2899,1.0,1.0,1.0,5,1,1,Name a death core album.,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,5,1,1,[['dbo:genre']],['dbo:type']
2903,1.0,1.0,1.0,6,1,1,what state is cupola house in?,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,6,1,2,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']"
2907,1.0,1.0,1.0,8,1,1,which art style is laszlo moholy-nagy associated with?,[['dbo:movement']],['dbo:movement'],0.0,0.0,0.0,8,1,1,[['dbo:movement']],['dbo:field']
2916,1.0,1.0,1.0,6,1,1,which mountain range contains cahuenga peak,[['dbo:mountainRange']],['dbo:mountainRange'],0.0,0.0,0.0,6,1,0,[['dbo:mountainRange']],[]
2939,1.0,1.0,1.0,9,1,1,which american cartoonist is also an indie rock singer?,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,9,1,1,[['dbo:genre']],['dbo:occupation']
2940,1.0,1.0,1.0,8,1,1,what district is in the indian standard time,[['dbo:timeZone']],['dbo:timeZone'],0.0,0.0,0.0,8,1,2,[['dbo:timeZone']],"['dbo:country', 'dbo:isPartOf']"
2941,1.0,1.0,1.0,8,1,1,What is the name of a popular outfielder,[['dbo:position']],['dbo:position'],0.0,0.0,0.0,8,1,1,[['dbo:position']],['dbo:genre']
3001,1.0,1.0,1.0,9,1,1,who is a British singer of the rca records,[['dbo:recordLabel']],['dbo:recordLabel'],0.0,0.0,0.0,9,1,1,[['dbo:recordLabel']],['dbo:occupation']
3018,1.0,1.0,1.0,8,1,1,is need you now blue or pop rock,[['dbo:genre']],['dbo:genre'],0.0,0.0,0.0,8,1,1,[['dbo:genre']],['dbo:type']
3021,1.0,1.0,1.0,4,1,1,who wrote sherlock holmes?,[['dbo:writer']],['dbo:writer'],0.0,0.0,0.0,4,1,1,[['dbo:writer']],['dbo:author']
3025,1.0,1.0,1.0,9,1,1,What's a lake within the fort apache indian reservation,[['dbo:location']],['dbo:location'],0.0,0.0,0.0,9,1,0,[['dbo:location']],[]
3033,1.0,0.5,0.6666666666666666,8,1,2,Did Tesla win a nobel prize in physics?,[['dbo:award']],"['dbo:award', 'dbp:awards']",0.0,0.0,0.0,8,1,0,[['dbo:award']],[]
3040,1.0,1.0,1.0,8,1,1,Which time zone is french camp located in,[['dbo:timeZone']],['dbo:timeZone'],0.0,0.0,0.0,8,1,1,[['dbo:timeZone']],['dbo:location']
3041,1.0,1.0,1.0,6,1,1,what are albums by julie london?,[['dbo:type']],['dbo:type'],0.0,0.0,0.0,6,1,1,[['dbo:type']],['dbo:artist']
