,recall_x,precision_x,f1_x,word_count_x,rel_count_x,sys_relations_x,question,gold_relations_x,system_relations_x,recall_y,precision_y,f1_y,word_count_y,rel_count_y,sys_relations_y,gold_relations_y,system_relations_y
114,0.0,0.0,0.0,11,2,0,List the area of radio stations whose sister station is WBCQ-FM?,"[['dbp:sisterStations'], ['dbp:area']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:sisterStations'], ['dbp:area']]",[]
115,0.0,0.0,0.0,17,2,0,Name the basketball team which is coached by Louis Dunbar and has president as Jeff Munn ?,"[['dbp:coach'], ['dbp:president']]",[],0.0,0.0,0.0,17,2,0,"[['dbp:coach'], ['dbp:president']]",[]
116,0.0,0.0,0.0,9,1,0,Was robert sarvis a nominee of the US Senate?,[['dbo:nominee']],[],0.0,0.0,0.0,9,1,0,[['dbo:nominee']],[]
117,0.0,0.0,0.0,11,1,0,Was Michael Schumacher the Pole driver of 1994 Spanish Grand Prix?,[['dbp:poleDriver']],[],0.0,0.0,0.0,11,1,0,[['dbp:poleDriver']],[]
118,0.0,0.0,0.0,9,2,0,Which  NASA astronaut was on mission Gemini 8?,"[['dbp:mission'], ['dbp:type']]",[],0.0,0.0,0.0,9,2,0,"[['dbp:mission'], ['dbp:type']]",[]
119,0.0,0.0,0.0,10,1,0,What is the district of Methodist Central Hall Westminster ?,[['dbo:district']],[],0.0,0.0,0.0,10,1,0,[['dbo:district']],[]
120,0.0,0.0,0.0,7,1,1,what is bo brundin's country of nationality,[['dbo:nationality']],['dbo:birthPlace'],0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace']
121,0.0,0.0,0.0,18,2,0,Which appointer of the Joseph Clay (Georgia) is also the  President of the William Carmichael (diplomat) ?,"[['dbo:appointer'], ['dbp:president']]",[],0.0,0.0,0.0,18,2,0,"[['dbo:appointer'], ['dbp:president']]",[]
122,0.0,0.0,0.0,5,1,1,where is maurice tempelsman from,[['dbo:nationality']],['dbo:birthPlace'],0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace']
123,0.0,0.0,0.0,10,1,0,In which television shows has Eliza Schneider given her voice?,[['dbp:voices']],[],0.0,0.0,0.0,10,1,0,[['dbp:voices']],[]
124,0.0,0.0,0.0,9,2,0,Which city's neighboring municipalities are Lancy and  Pregny-Chambsy?,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]",[],0.0,0.0,0.0,9,2,0,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]",[]
125,0.0,0.0,0.0,7,1,0,Which basketball team's coach is Kurt Rambis?,[['dbo:coach']],[],0.0,0.0,0.0,7,1,0,[['dbo:coach']],[]
126,0.0,0.0,0.0,11,2,0,"What region was Gloria Schaffer born in, which also contains Newington?","[['dbp:birthPlace'], ['dbo:isPartOf']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:birthPlace'], ['dbo:isPartOf']]",[]
127,0.0,0.0,0.0,15,2,0,Who are the people whose alumna is a part of the National Collegiate Athletic Association?,"[['dbo:athletics'], ['dbp:education']]",[],0.0,0.0,0.0,15,2,0,"[['dbo:athletics'], ['dbp:education']]",[]
128,0.0,0.0,0.0,7,1,1,Where was bryn lewis when he died,[['dbp:deathPlace']],['dbo:deathPlace'],0.0,0.0,0.0,7,1,1,[['dbp:deathPlace']],['dbo:deathPlace']
129,0.0,0.0,0.0,8,2,0,Where do the CNN employees typically graduate from?,"[['dbp:employer'], ['dbo:almaMater']]",[],0.0,0.0,0.0,8,2,0,"[['dbp:employer'], ['dbo:almaMater']]",[]
130,0.0,0.0,0.0,11,2,0,What have been made in the state whose capital is Boston?,"[['dbp:capital'], ['dbo:location']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:capital'], ['dbo:location']]",[]
131,0.0,0.0,0.0,13,2,0,To which places do the flights go by airlines headquartered in the UK?,"[['dbp:headquarters'], ['dbp:destinations']]",[],0.0,0.0,0.0,13,2,0,"[['dbp:headquarters'], ['dbp:destinations']]",[]
132,0.0,0.0,0.0,17,2,0,"Which cities come in the course of the river, into which Big Creek around Texas flows too?","[['dbo:rightTributary'], ['dbo:city']]",[],0.0,0.0,0.0,17,2,0,"[['dbo:rightTributary'], ['dbo:city']]",[]
133,0.0,0.0,0.0,11,1,1,Which tv series have a score composed by judy hard angelo?,[['dbo:composer']],['dbo:musicComposer'],0.0,0.0,0.0,11,1,0,[['dbo:composer']],[]
134,0.0,0.0,0.0,9,1,1,Who is the writer of The Sandman (Vertigo) ?,[['dbp:writers']],['dbp:writer'],0.0,0.0,0.0,9,1,0,[['dbp:writers']],[]
135,0.0,0.0,0.0,9,1,0,Give me all breeds of the German Shepherd dog.,[['dbp:breed']],[],0.0,0.0,0.0,9,1,0,[['dbp:breed']],[]
136,0.0,0.0,0.0,6,1,0,Where was r. seth williams born?,[['dbo:nationality']],[],0.0,0.0,0.0,6,1,1,[['dbo:nationality']],['dbo:birthPlace']
137,0.0,0.0,0.0,11,1,0,What is the baseball team whose club manager is Chip Hale?,[['dbp:manager']],[],0.0,0.0,0.0,11,1,0,[['dbp:manager']],[]
138,0.0,0.0,0.0,8,2,0,Which magazine's editor's official residence is Playboy Mansion?,"[['dbp:editor'], ['dbo:residence']]",[],0.0,0.0,0.0,8,2,0,"[['dbp:editor'], ['dbo:residence']]",[]
139,0.0,0.0,0.0,10,1,1,in what state would you find san isabel national forest,[['dbo:location']],['dbo:country'],0.0,0.0,0.0,10,1,2,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']"
140,0.0,0.0,0.0,11,2,0,Which river's source place is Gloucestershire and mouth in North Sea?,"[['dbo:riverMouth'], ['dbo:sourcePlace']]",[],0.0,0.0,0.0,11,2,0,"[['dbo:riverMouth'], ['dbo:sourcePlace']]",[]
141,0.0,0.0,0.0,9,1,1,How many people are buried in Arlington National Cemetery?,[['dbp:placeofburial']],['dbo:restingPlace'],0.0,0.0,0.0,9,1,1,[['dbp:placeofburial']],['dbo:restingPlace']
142,0.0,0.0,0.0,8,1,0,Is jim harbaugh currently in the Michigan Wolverines?,[['dbp:currentteam']],[],0.0,0.0,0.0,8,1,0,[['dbp:currentteam']],[]
143,0.0,0.0,0.0,5,1,1,Where did davie banda die,[['dbo:birthPlace']],['dbo:deathPlace'],0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:deathPlace']
144,0.0,0.0,0.0,8,1,0,"what type of style is jama masjid, delhi?",[['dbp:architectureStyle']],[],0.0,0.0,0.0,8,1,1,[['dbp:architectureStyle']],['dbo:architecturalStyle']
145,0.0,0.0,0.0,7,1,0,Name the wine regions of Bogdanua ?,[['dbo:wineRegion']],[],0.0,0.0,0.0,7,1,0,[['dbo:wineRegion']],[]
146,0.0,0.0,0.0,7,1,1,what is the nationality of kim jong-pil,[['dbo:country']],['dbo:nationality'],0.0,0.0,0.0,7,1,1,[['dbo:country']],['dbo:birthPlace']
147,0.0,0.0,0.0,9,1,0,Butch Otter is the governor of which U.S. state?,[['dbp:governor']],[],0.0,0.0,0.0,9,1,0,[['dbp:governor']],[]
148,0.0,0.0,0.0,22,2,0,Give me a list of all the people driving at pole positions in the Grand Prixes where Renault was a first team?,"[['dbp:firstTeam'], ['dbo:poleDriver']]",[],0.0,0.0,0.0,22,2,0,"[['dbp:firstTeam'], ['dbo:poleDriver']]",[]
149,0.0,0.0,0.0,8,1,0,What is the club of Perianne Jones ?,[['dbp:club']],[],0.0,0.0,0.0,8,1,0,[['dbp:club']],[]
150,0.0,0.0,0.0,8,1,1,What is Bob Adams (American football) known for?,[['dbp:knownFor']],['dbo:occupation'],0.0,0.0,0.0,8,1,1,[['dbp:knownFor']],['dbo:occupation']
151,0.0,0.0,0.0,8,1,1,Which country did anthony acid have nationality in,[['dbo:hometown']],['dbo:birthPlace'],0.0,0.0,0.0,8,1,1,[['dbo:hometown']],['dbo:birthPlace']
152,0.0,0.0,0.0,10,1,1,What is the country whose leader name is Grard Larcher?,[['dbp:leaderName']],['dbo:leader'],0.0,0.0,0.0,10,1,0,[['dbp:leaderName']],[]
153,0.0,0.0,0.0,6,1,0,where does lake peigneur flow into,[['dbo:outflow']],[],0.0,0.0,0.0,6,1,0,[['dbo:outflow']],[]
154,0.0,0.0,0.0,12,1,0,Who was the First Driver of 1999 San Marino Grand Prix ?,[['dbp:firstDriver']],[],0.0,0.0,0.0,12,1,0,[['dbp:firstDriver']],[]
155,0.0,0.0,0.0,4,1,0,Where does Piccadilly start?,[['dbo:routeStart']],[],0.0,0.0,0.0,4,1,1,[['dbo:routeStart']],['dbo:hometown']
156,0.0,0.0,0.0,13,2,0,What show has Sirius XM Holdings and Fox Sports Radio as channels ?,"[['dbo:channel'], ['dbo:channel']]",[],0.0,0.0,0.0,13,2,0,"[['dbo:channel'], ['dbo:channel']]",[]
157,0.0,0.0,0.0,13,2,0,List the awards received of the person whose child is Daine Disney Miller?,"[['dbp:children'], ['dbo:award']]",[],0.0,0.0,0.0,13,2,0,"[['dbp:children'], ['dbo:award']]",[]
158,0.0,0.0,0.0,7,1,0,Which countries were led by Pietro Parolin?,[['dbo:leader']],[],0.0,0.0,0.0,7,1,0,[['dbo:leader']],[]
159,0.0,0.0,0.0,9,1,1,from what south american country is amado nervo from,[['dbo:deathPlace']],['dbo:birthPlace'],0.0,0.0,0.0,9,1,1,[['dbo:deathPlace']],['dbo:birthPlace']
160,0.0,0.0,0.0,15,2,1,List all the movies whose music has been made up with someone under RCA records?,"[['dbp:music'], ['dbo:recordLabel']]",['dbp:label'],0.0,0.0,0.0,15,2,0,"[['dbp:music'], ['dbo:recordLabel']]",[]
161,0.0,0.0,0.0,5,1,1,What nationality is miland petrozza,[['dbo:hometown']],['dbo:nationality'],0.0,0.0,0.0,5,1,1,[['dbo:hometown']],['dbo:birthPlace']
162,0.0,0.0,0.0,7,1,1,what is the nationality of adam silverman,[['dbo:country']],['dbo:nationality'],0.0,0.0,0.0,7,1,1,[['dbo:country']],['dbo:birthPlace']
163,0.0,0.0,0.0,17,2,0,With which musical artist is the music group which sung Mind Blowin' related to ?  ,"[['dbo:musicalArtist'], ['dbo:associatedMusicalArtist']]",[],0.0,0.0,0.0,17,2,0,"[['dbo:musicalArtist'], ['dbo:associatedMusicalArtist']]",[]
164,0.0,0.0,0.0,9,1,1,where is the place of birth of john madden,[['dbo:nationality']],['dbo:birthPlace'],0.0,0.0,0.0,9,1,1,[['dbo:nationality']],['dbo:birthPlace']
165,0.0,0.0,0.0,10,2,0,How many movies have a screenplay located in the States?,"[['dbp:screenplay'], ['dbo:birthPlace']]",[],0.0,0.0,0.0,10,2,0,"[['dbp:screenplay'], ['dbo:birthPlace']]",[]
166,0.0,0.0,0.0,20,2,0,"Who was the prime minister of Victor Hope, 2nd Marquess of Linlithgow and also the editor of British Gazette ?","[['dbp:editor'], ['dbp:primeminister']]",[],0.0,0.0,0.0,20,2,0,"[['dbp:editor'], ['dbp:primeminister']]",[]
167,0.0,0.0,0.0,6,1,1,Which state was santonio thomas from,[['dbp:birthPlace']],['dbo:birthPlace'],0.0,0.0,0.0,6,1,1,[['dbp:birthPlace']],['dbo:birthPlace']
168,0.0,0.0,0.0,12,2,0,In which state is the alma matter of Jan Paulsen located ?,"[['dbo:almaMater'], ['dbp:state']]",[],0.0,0.0,0.0,12,2,0,"[['dbo:almaMater'], ['dbp:state']]",[]
169,0.0,0.0,0.0,6,2,0,Where do bachelor of arts live?,"[['dbp:almaMater'], ['dbo:residence']]",[],0.0,0.0,0.0,6,2,0,"[['dbp:almaMater'], ['dbo:residence']]",[]
170,0.0,0.0,0.0,10,1,1,What type of rock is new ipswich mountain made of,[['dbo:type']],['dbo:genre'],0.0,0.0,0.0,10,1,0,[['dbo:type']],[]
171,0.0,0.0,0.0,12,2,1,How many things are crossed over by bridges which can carry cars?,"[['dbp:carries'], ['dbp:crosses']]",['dbo:crosses'],0.0,0.0,0.0,12,2,0,"[['dbp:carries'], ['dbp:crosses']]",[]
172,0.0,0.0,0.0,9,1,0,What is the smallest city by area in Germany?,[['dbo:areaTotal']],[],0.0,0.0,0.0,9,1,0,[['dbo:areaTotal']],[]
173,0.0,0.0,0.0,12,2,0,Give me the sitcoms where Eliza Schneider and Isaac Hayes gave voice?,"[['dbp:voices'], ['dbp:voices']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:voices'], ['dbp:voices']]",[]
174,0.0,0.0,0.0,13,2,0,"What company brought Riddim Ribbon to the market, and developed the batch monitor?","[['dbp:developer'], ['dbp:distributor']]",[],0.0,0.0,0.0,13,2,0,"[['dbp:developer'], ['dbp:distributor']]",[]
175,0.0,0.0,0.0,5,1,1,what is powell clayton's nationality,[['dbo:nationality']],['dbo:birthPlace'],0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace']
176,0.0,0.0,0.0,16,2,0,Which part of the US political framework did Arthur Bagby and Thomas H hicks both serve?,"[['dbp:order'], ['dbp:order']]",[],0.0,0.0,0.0,16,2,0,"[['dbp:order'], ['dbp:order']]",[]
177,0.0,0.0,0.0,12,1,0,"Did James brown make the song Killing is Out, School Is In?",[['dbo:musicalBand']],[],0.0,0.0,0.0,12,1,0,[['dbo:musicalBand']],[]
178,0.0,0.0,0.0,10,1,1,what city in new york did joseph francis flannelly die,[['dbp:deathPlace']],['dbo:deathPlace'],0.0,0.0,0.0,10,1,1,[['dbp:deathPlace']],['dbo:deathPlace']
179,0.0,0.0,0.0,15,2,0,"Which political party of kumta had affiliation with Indian general election, 2004 (Andhra Pradesh) ","[['dbo:affiliation'], ['dbp:governmentType']]",[],0.0,0.0,0.0,15,2,1,"[['dbo:affiliation'], ['dbp:governmentType']]",['dbo:ideology']
180,0.0,0.0,0.0,8,1,1,Who's an actress that worked at blandford cemetery,[['dbo:restingPlace']],['dbo:occupation'],0.0,0.0,0.0,8,1,0,[['dbo:restingPlace']],[]
181,0.0,0.0,0.0,5,1,0,What organisations purpose is Peace?,[['dbp:purpose']],[],0.0,0.0,0.0,5,1,0,[['dbp:purpose']],[]
182,0.0,0.0,0.0,8,1,0,What is the region of Lumberjack  ?,[['dbp:region']],[],0.0,0.0,0.0,8,1,0,[['dbp:region']],[]
183,0.0,0.0,0.0,9,1,0,"Name the local authority of Trinity School, Brentwood ?",[['dbo:localAuthority']],[],0.0,0.0,0.0,9,1,0,[['dbo:localAuthority']],[]
184,0.0,0.0,0.0,9,1,0,What is the draft team of Gene Conley ?,[['dbp:draftTeam']],[],0.0,0.0,0.0,9,1,0,[['dbp:draftTeam']],[]
185,0.0,0.0,0.0,11,2,0,How many members are there of the organization headquartered at Amstelveen?,"[['dbp:headquarters'], ['dbp:membership']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:headquarters'], ['dbp:membership']]",[]
186,0.0,0.0,0.0,16,2,0,Who gave guest appearances on the show which is the next episode after the Bombshell one?,"[['dbo:previousWork'], ['dbp:guests']]",[],0.0,0.0,0.0,16,2,0,"[['dbo:previousWork'], ['dbp:guests']]",[]
187,0.0,0.0,0.0,14,2,1,List the graves of the royalities which have been buried at Beeleigh Abbey ?,"[['dbp:placeOfBurial'], ['dbp:placeOfBurial']]",['dbo:restingPlace'],0.0,0.0,0.0,14,2,1,"[['dbp:placeOfBurial'], ['dbp:placeOfBurial']]",['dbo:restingPlace']
188,0.0,0.0,0.0,5,1,0,Which programming languages influenced Javascript?,[['dbo:influenced']],[],0.0,0.0,0.0,5,1,0,[['dbo:influenced']],[]
189,0.0,0.0,0.0,11,1,0,Is Michael Schumacher the first driver of the 1994 grand prix?,[['dbp:firstDriver']],[],0.0,0.0,0.0,11,1,0,[['dbp:firstDriver']],[]
190,0.0,0.0,0.0,9,2,0,List the opponents of the relatives of Thomas Helwys?,"[['dbo:relation'], ['dbo:opponent']]",[],0.0,0.0,0.0,9,2,0,"[['dbo:relation'], ['dbo:opponent']]",[]
191,0.0,0.0,0.0,7,1,1,what is an album by jerry garcia?,[['dbo:type']],['dbo:artist'],0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist']
192,0.0,0.0,0.0,8,1,0,List the ceremonial county of East Tilbury ?,[['dbo:ceremonialCounty']],[],0.0,0.0,0.0,8,1,0,[['dbo:ceremonialCounty']],[]
193,0.0,0.0,0.0,12,2,0,Who are the players whose current clubs have Ferran Soriano as chairman?,"[['dbp:currentclub'], ['dbp:chairman']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:currentclub'], ['dbp:chairman']]",[]
194,0.0,0.0,0.0,7,1,0,list the founders of Bream Bay ?,[['dbp:founder']],[],0.0,0.0,0.0,7,1,1,[['dbp:founder']],['dbo:foundedBy']
195,0.0,0.0,0.0,6,2,0,What products do US companies make?,"[['dbo:location'], ['dbo:product']]",[],0.0,0.0,0.0,6,2,0,"[['dbo:location'], ['dbo:product']]",[]
196,0.0,0.0,0.0,10,1,0,what is the developer company of the portal video game,[['dbo:publisher']],[],0.0,0.0,0.0,10,1,1,[['dbo:publisher']],['dbo:developer']
197,0.0,0.0,0.0,13,2,0,"Where is the assembly of Plymouth Savoy, and where Special 26 was recorded?","[['dbo:assembly'], ['dbp:recorded']]",[],0.0,0.0,0.0,13,2,0,"[['dbo:assembly'], ['dbp:recorded']]",[]
198,0.0,0.0,0.0,11,1,1,whats the name of an album by sherine and tamer hosny,[['dbo:type']],['dbo:artist'],0.0,0.0,0.0,11,1,1,[['dbo:type']],['dbo:artist']
199,0.0,0.0,0.0,17,2,0,Which is the city closest to both the Lodaiska site and the home of David w brown?,"[['dbo:nearestCity'], ['dbo:nearestCity']]",[],0.0,0.0,0.0,17,2,0,"[['dbo:nearestCity'], ['dbo:nearestCity']]",[]
200,0.0,0.0,0.0,7,1,0,Was the Incredibles released before Finding Nemo?,[['dbo:previousWork']],[],0.0,0.0,0.0,7,1,0,[['dbo:previousWork']],[]
201,0.0,0.0,0.0,8,1,0,Who is the famous relative of Kelly Osbourne?,[['dbp:relatives']],[],0.0,0.0,0.0,8,1,0,[['dbp:relatives']],[]
202,0.0,0.0,0.0,12,1,0,Is Stephanie Rice the flagbearer of Australia at the 2008 Summer Olympics?,[['dbp:flagbearer']],[],0.0,0.0,0.0,12,1,0,[['dbp:flagbearer']],[]
203,0.0,0.0,0.0,11,1,1,Who was the production company for the film house party 2?,[['dbo:distributor']],['dbp:studio'],0.0,0.0,0.0,11,1,1,[['dbo:distributor']],['dbp:studio']
204,0.0,0.0,0.0,11,2,0,What is the common school of Chris Marve and Neria Douglass?,"[['dbo:school'], ['dbo:almaMater']]",[],0.0,0.0,0.0,11,2,0,"[['dbo:school'], ['dbo:almaMater']]",[]
205,0.0,0.0,0.0,13,2,0,Name the islands that belong to the archipelago whose largest city is Papeete?,"[['dbo:largestCity'], ['dbp:archipelago']]",[],0.0,0.0,0.0,13,2,0,"[['dbo:largestCity'], ['dbp:archipelago']]",[]
206,0.0,0.0,0.0,9,1,0,what was the next episode after  the inheritors,[['dbo:subsequentWork']],[],0.0,0.0,0.0,9,1,0,[['dbo:subsequentWork']],[]
207,0.0,0.0,0.0,12,2,0,Who founded the city at the end of the Pittsburgh Line route?,"[['dbo:routeEnd'], ['dbo:founder']]",[],0.0,0.0,0.0,12,2,0,"[['dbo:routeEnd'], ['dbo:founder']]",[]
208,0.0,0.0,0.0,6,1,0,When did Finland join the EU?,[['dbp:accessioneudate']],[],0.0,0.0,0.0,6,1,0,[['dbp:accessioneudate']],[]
209,0.0,0.0,0.0,15,1,0,In which city did The Ultimate Fighter: Team Rousey vs. Team Tate take place ?,[['dbp:city']],[],0.0,0.0,0.0,15,1,0,[['dbp:city']],[]
210,0.0,0.0,0.0,10,2,1,Which team did Wilfred McDonalds and Cam Plante play for?,"[['dbp:playedFor'], ['dbp:playedFor']]",['dbo:team'],0.0,0.0,0.0,10,2,0,"[['dbp:playedFor'], ['dbp:playedFor']]",[]
211,0.0,0.0,0.0,12,2,0,Name the common current team of the Shaun Thong and Kaannder ?,"[['dbp:currentTeam'], ['dbp:currentTeam']]",[],0.0,0.0,0.0,12,2,0,"[['dbp:currentTeam'], ['dbp:currentTeam']]",[]
212,0.0,0.0,0.0,6,1,0,How many people live in Eurasia?,[['dbo:populationTotal']],[],0.0,0.0,0.0,6,1,0,[['dbo:populationTotal']],[]
213,0.0,0.0,0.0,12,2,0,How many countries surround the sea into which the Upper Neratva flow?,"[['dbo:riverMouth'], ['dbo:country']]",[],0.0,0.0,0.0,12,2,0,"[['dbo:riverMouth'], ['dbo:country']]",[]
214,0.0,0.0,0.0,8,2,0,Who has rented the stadiums owned by Toronto?,"[['dbp:owner'], ['dbp:tenants']]",[],0.0,0.0,0.0,8,2,0,"[['dbp:owner'], ['dbp:tenants']]",[]
215,0.0,0.0,0.0,9,2,0,Where do the rivers from greater London flow into?,"[['dbp:sourceRegion'], ['dbp:mouthLocation']]",[],0.0,0.0,0.0,9,2,0,"[['dbp:sourceRegion'], ['dbp:mouthLocation']]",[]
216,0.0,0.0,0.0,9,2,0,Where is the tomb of son of Bruce Lee?,"[['dbo:parent'], ['dbo:restingPlace']]",[],0.0,0.0,0.0,9,2,0,"[['dbo:parent'], ['dbo:restingPlace']]",[]
217,0.0,0.0,0.0,10,1,0,Does the Sicklefin lemon shark belong in the animal kingdom?,[['dbo:kingdom']],[],0.0,0.0,0.0,10,1,0,[['dbo:kingdom']],[]
218,0.0,0.0,0.0,6,1,1,what book did donna williams write,[['dbo:notableWork']],['dbo:author'],0.0,0.0,0.0,6,1,1,[['dbo:notableWork']],['dbo:author']
219,0.0,0.0,0.0,10,1,0,is blue lagoon island a part of the bahamas achipelago?,[['dbo:archipelago']],[],0.0,0.0,0.0,10,1,1,[['dbo:archipelago']],['dbo:location']
220,0.0,0.0,0.0,9,1,1,What is the profession of William Luther Hill ?,[['dbo:profession']],['dbo:occupation'],0.0,0.0,0.0,9,1,1,[['dbo:profession']],['dbo:occupation']
221,0.0,0.0,0.0,8,1,0,Does Walson Augustin play for the Brothers Union?,[['dbp:currentclub']],[],0.0,0.0,0.0,8,1,0,[['dbp:currentclub']],[]
222,0.0,0.0,0.0,14,2,1,Count the  origin of the beverages which have been originated in england /,"[['dbp:origin'], ['dbp:origin']]",['dbo:hometown'],0.0,0.0,0.0,14,2,0,"[['dbp:origin'], ['dbp:origin']]",[]
223,0.0,0.0,0.0,6,1,1,What country is mark ayres from?,[['dbo:nationality']],['dbo:hometown'],0.0,0.0,0.0,6,1,1,[['dbo:nationality']],['dbo:birthPlace']
224,0.0,0.0,0.0,11,2,0,On which river are there things belonging to zambezi river authority?,"[['dbp:owner'], ['dbo:river']]",[],0.0,0.0,0.0,11,2,0,"[['dbp:owner'], ['dbo:river']]",[]
225,0.0,0.0,0.0,11,1,1,What type of album is the very best of bonnie tyler?,[['dbo:type']],['dbo:genre'],0.0,0.0,0.0,11,1,1,[['dbo:type']],['dbo:genre']
226,0.0,0.0,0.0,13,2,0,Which associate of Thomas bryan Martin is also the president of Carmichael ?,"[['dbo:associate'], ['dbp:president']]",[],0.0,0.0,0.0,13,2,0,"[['dbo:associate'], ['dbp:president']]",[]
227,0.0,0.0,0.0,10,2,0,Which awards did the children of Erik Bergman won ?,"[['dbp:children'], ['dbp:awards']]",[],0.0,0.0,0.0,10,2,0,"[['dbp:children'], ['dbp:awards']]",[]
228,0.0,0.0,0.0,6,1,1,what city did alphonse girandy die,[['dbo:restingPlace']],['dbo:deathPlace'],0.0,0.0,0.0,6,1,1,[['dbo:restingPlace']],['dbo:deathPlace']
229,0.0,0.0,0.0,7,1,0,Which holy things canonized John of Damascus?,[['dbo:canonizedBy']],[],0.0,0.0,0.0,7,1,0,[['dbo:canonizedBy']],[]
230,0.0,0.0,0.0,10,1,0,what are some units udner the US department of navy?,[['dbo:commandStructure']],[],0.0,0.0,0.0,10,1,0,[['dbo:commandStructure']],[]
